Date from;Date to;Productname;Capacity price [EUR/MW];Energy price [EUR/MWh];Payment direction;Offered power [MW];Acceptance of bid [MW];Bids from AT
01.01.2018;07.01.2018;POS_HT;257;3948;Grid to provider;8;8;;
01.01.2018;07.01.2018;POS_HT;257;3948;Grid to provider;17;17;;
01.01.2018;07.01.2018;NEG_NT;257.75;569.75;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;258;6.6;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_HT;258;1524.16;Grid to provider;24;24;;
01.01.2018;07.01.2018;POS_HT;258;91;Grid to provider;40;40;;
01.01.2018;07.01.2018;POS_HT;258;112;Grid to provider;40;40;;
01.01.2018;07.01.2018;POS_HT;258.33;87.72;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_HT;258.33;39999;Grid to provider;8;8;;
01.01.2018;07.01.2018;POS_HT;258.33;18699;Grid to provider;6;6;;
01.01.2018;07.01.2018;NEG_NT;258.64;5997;Grid to provider;10;10;;
01.01.2018;07.01.2018;NEG_NT;260;390;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;260;74;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_HT;260;125;Grid to provider;40;40;;
01.01.2018;07.01.2018;POS_HT;260;167;Grid to provider;30;30;;
01.01.2018;07.01.2018;POS_HT;260.16;204;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_HT;261;120;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_HT;261;1457.07;Grid to provider;24;24;;
01.01.2018;07.01.2018;NEG_NT;261.38;1789.18;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_HT;262;72.66;Grid to provider;18;18;;
01.01.2018;07.01.2018;POS_HT;262.38;89.93;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_HT;262.78;39999;Grid to provider;8;8;;
01.01.2018;07.01.2018;POS_HT;264;73.61;Grid to provider;18;18;;
01.01.2018;07.01.2018;POS_HT;264;1389.98;Grid to provider;24;24;;
01.01.2018;07.01.2018;POS_HT;264;4900;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_HT;265;3943;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;265;51.59;Grid to provider;10;10;;
01.01.2018;07.01.2018;NEG_NT;265;350;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_HT;265;3942;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;265.04;5997;Grid to provider;10;10;;
01.01.2018;07.01.2018;POS_HT;266;74.66;Grid to provider;18;18;;
01.01.2018;07.01.2018;POS_HT;266.43;92.51;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_HT;266.67;165.84;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_HT;267;898;Grid to provider;29;29;;
01.01.2018;07.01.2018;POS_HT;267;1322.89;Grid to provider;24;24;;
01.01.2018;07.01.2018;POS_HT;267.22;39999;Grid to provider;7;7;;
01.01.2018;07.01.2018;POS_HT;267.84;218;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;268;108;Grid to provider;25;25;;
01.01.2018;07.01.2018;NEG_NT;268;404;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_HT;268;3789;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_HT;268;69.69;Grid to provider;18;18;;
01.01.2018;07.01.2018;POS_HT;268;138;Grid to provider;40;40;;
01.01.2018;07.01.2018;POS_HT;268;215;Grid to provider;30;30;;
01.01.2018;07.01.2018;POS_HT;269;185;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;270;152;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_HT;270;77.63;Grid to provider;19;19;;
01.01.2018;07.01.2018;POS_HT;270;1255.8;Grid to provider;24;24;;
01.01.2018;07.01.2018;POS_HT;270;275;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_HT;270;1200;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_HT;270;2200;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_HT;270.45;130.66;Grid to provider;10;10;;
01.01.2018;07.01.2018;POS_HT;270.48;96.39;Grid to provider;20;19;;
01.01.2018;07.01.2018;NEG_NT;271.44;5997;Grid to provider;10;10;;
01.01.2018;07.01.2018;POS_HT;271.68;883.5;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;273.57;25000;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;275;80;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;275;65.15;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_HT;275.52;5842;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_HT;275.52;4811.3;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;276;5364;Grid to provider;9;9;;
01.01.2018;07.01.2018;NEG_NT;276;78;Grid to provider;6;5;X;
01.01.2018;07.01.2018;POS_NT;276;67.2;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;277;108;Grid to provider;30;30;;
01.01.2018;07.01.2018;NEG_NT;277.84;5997;Grid to provider;10;10;;
01.01.2018;07.01.2018;NEG_NT;279;14999;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_HT;279.36;4111;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;279.75;78.75;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;281.25;42.25;Grid to provider;10;10;;
01.01.2018;07.01.2018;POS_HT;283.2;667;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;284.24;5997;Grid to provider;10;10;;
01.01.2018;07.01.2018;NEG_NT;285;193;Grid to provider;8;8;;
01.01.2018;07.01.2018;POS_NT;285.5;4187;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_HT;286.56;487;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;287;40006;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;287;108;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;287;6700;Grid to provider;35;35;;
01.01.2018;07.01.2018;POS_NT;287;40002;Grid to provider;7;7;;
01.01.2018;07.01.2018;POS_NT;287;2548;Grid to provider;7;7;;
01.01.2018;07.01.2018;POS_HT;287.04;594.8;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_HT;287.04;79.3;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;290;90;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;290;9957;Grid to provider;30;30;;
01.01.2018;07.01.2018;POS_NT;290;65.16;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;290;75;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_HT;290.4;522.7;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;290.64;5997;Grid to provider;10;10;;
01.01.2018;07.01.2018;NEG_NT;294;4.9;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;294;63.7;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_HT;294.24;450.5;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;295;251.89;Grid to provider;20;20;;
01.01.2018;07.01.2018;NEG_NT;296;44.9;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;297;108;Grid to provider;20;20;;
01.01.2018;07.01.2018;NEG_NT;297.04;5997;Grid to provider;10;10;;
01.01.2018;07.01.2018;NEG_NT;297.5;26.35;Grid to provider;10;10;;
01.01.2018;07.01.2018;POS_NT;297.6;63.8;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;297.89;799;Grid to provider;6;6;;
01.01.2018;07.01.2018;NEG_NT;298;444.47;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;298;40002;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_HT;298.08;378.41;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;299;14999;Grid to provider;8;8;;
01.01.2018;07.01.2018;NEG_NT;299;349;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;299;14999;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;300;39999;Grid to provider;7;7;;
01.01.2018;07.01.2018;POS_NT;300;9958;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;300;15049;Grid to provider;6;6;;
01.01.2018;07.01.2018;POS_NT;300;92;Grid to provider;20;20;;
01.01.2018;07.01.2018;NEG_NT;303.04;5997;Grid to provider;10;10;;
01.01.2018;07.01.2018;POS_NT;303.33;75;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;305;120;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;305;45;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;306.11;39999;Grid to provider;7;7;;
01.01.2018;07.01.2018;NEG_NT;307;108;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;308;108;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;309;2548;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;309;7485;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;309;6700;Grid to provider;17;17;;
01.01.2018;07.01.2018;POS_NT;309;40002;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;309;2548;Grid to provider;8;8;;
01.01.2018;07.01.2018;POS_NT;309;7321;Grid to provider;9;9;;
01.01.2018;07.01.2018;POS_NT;309;2548;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;309.04;5997;Grid to provider;10;10;;
01.01.2018;07.01.2018;POS_NT;309.17;15049;Grid to provider;6;6;;
01.01.2018;07.01.2018;POS_NT;309.6;340;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;310;94;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;310;112;Grid to provider;20;20;;
01.01.2018;07.01.2018;NEG_NT;310;570;Grid to provider;6;6;;
01.01.2018;07.01.2018;NEG_NT;311.67;45;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;312.22;39999;Grid to provider;7;7;;
01.01.2018;07.01.2018;NEG_NT;313.75;133.65;Grid to provider;30;30;;
01.01.2018;07.01.2018;POS_NT;315;67.9;Grid to provider;10;10;;
01.01.2018;07.01.2018;NEG_NT;315;113;Grid to provider;20;20;;
01.01.2018;07.01.2018;NEG_NT;315.04;5997;Grid to provider;10;10;;
01.01.2018;07.01.2018;NEG_NT;316;108;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;316.67;75;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;316.67;114.333;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;317;124.3;Grid to provider;10;10;;
01.01.2018;07.01.2018;POS_NT;318.33;39999;Grid to provider;8;8;;
01.01.2018;07.01.2018;POS_NT;318.33;15049;Grid to provider;6;6;;
01.01.2018;07.01.2018;NEG_NT;318.33;45;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;319;108;Grid to provider;40;40;;
01.01.2018;07.01.2018;POS_NT;320;111.16;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;320;550;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;320;40001;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;320;96;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;320;165;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;320;325;Grid to provider;20;20;;
01.01.2018;07.01.2018;NEG_NT;321.04;5997;Grid to provider;10;10;;
01.01.2018;07.01.2018;POS_NT;323.33;116.667;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;324.44;39999;Grid to provider;8;8;;
01.01.2018;07.01.2018;POS_NT;325;67.88;Grid to provider;7;7;;
01.01.2018;07.01.2018;POS_NT;325;78.8;Grid to provider;7;7;;
01.01.2018;07.01.2018;POS_NT;325;87.88;Grid to provider;7;7;;
01.01.2018;07.01.2018;POS_NT;325;98.88;Grid to provider;6;6;;
01.01.2018;07.01.2018;POS_NT;325;182.9;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;325;486;Grid to provider;6;6;;
01.01.2018;07.01.2018;POS_NT;325;633;Grid to provider;6;6;;
01.01.2018;07.01.2018;POS_NT;325;244;Grid to provider;6;6;;
01.01.2018;07.01.2018;POS_NT;325;367;Grid to provider;6;6;;
01.01.2018;07.01.2018;POS_NT;325;877;Grid to provider;6;6;;
01.01.2018;07.01.2018;POS_NT;325;1466;Grid to provider;8;8;;
01.01.2018;07.01.2018;POS_NT;325;2133;Grid to provider;7;7;;
01.01.2018;07.01.2018;POS_NT;325;3077;Grid to provider;7;7;;
01.01.2018;07.01.2018;POS_NT;325;4356;Grid to provider;7;7;;
01.01.2018;07.01.2018;POS_NT;325;7776;Grid to provider;6;6;;
01.01.2018;07.01.2018;NEG_NT;325;45;Grid to provider;20;20;;
01.01.2018;07.01.2018;NEG_NT;326;108;Grid to provider;20;20;;
01.01.2018;07.01.2018;NEG_NT;326.67;113;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;327;20000;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;327.04;5997;Grid to provider;7;7;;
01.01.2018;07.01.2018;POS_NT;327.5;3743;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;327.5;3742;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;329;14999;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;329;14999;Grid to provider;7;7;;
01.01.2018;07.01.2018;NEG_NT;329;14999;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;330;11.81;Grid to provider;10;10;;
01.01.2018;07.01.2018;POS_NT;330;108;Grid to provider;40;40;;
01.01.2018;07.01.2018;POS_NT;330;65.17;Grid to provider;13;13;;
01.01.2018;07.01.2018;POS_NT;330;75;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;330;98;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;330;119;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;330;2300;Grid to provider;20;20;;
01.01.2018;07.01.2018;NEG_NT;330;140;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;330.56;39999;Grid to provider;7;7;;
01.01.2018;07.01.2018;POS_NT;330.69;107.02;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;331;40001;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;333.04;5997;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;335;169;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;336;116;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;336;6700;Grid to provider;17;17;;
01.01.2018;07.01.2018;POS_NT;336;2548;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;336.67;39999;Grid to provider;7;7;;
01.01.2018;07.01.2018;POS_NT;336.67;3742;Grid to provider;6;6;;
01.01.2018;07.01.2018;NEG_NT;338.33;113;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;339;5999;Grid to provider;8;8;;
01.01.2018;07.01.2018;NEG_NT;339.04;5997;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;340;108;Grid to provider;40;40;;
01.01.2018;07.01.2018;POS_NT;340;119;Grid to provider;13;13;;
01.01.2018;07.01.2018;POS_NT;341.39;99.45;Grid to provider;10;10;;
01.01.2018;07.01.2018;NEG_NT;342;121;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;342.78;39999;Grid to provider;7;7;;
01.01.2018;07.01.2018;NEG_NT;344.04;5997;Grid to provider;10;10;;
01.01.2018;07.01.2018;NEG_NT;345;375;Grid to provider;40;40;;
01.01.2018;07.01.2018;POS_NT;345;300;Grid to provider;32;32;;
01.01.2018;07.01.2018;POS_NT;345.83;3742;Grid to provider;6;6;;
01.01.2018;07.01.2018;NEG_NT;345.94;5997;Grid to provider;10;10;;
01.01.2018;07.01.2018;NEG_NT;346.62;1789.18;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;347.84;5997;Grid to provider;11;11;;
01.01.2018;07.01.2018;POS_NT;348;4089;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;348;65.79;Grid to provider;7;7;;
01.01.2018;07.01.2018;POS_NT;348.62;5786;Grid to provider;7;7;;
01.01.2018;07.01.2018;POS_NT;348.88;8499;Grid to provider;12;12;;
01.01.2018;07.01.2018;POS_NT;348.89;3744;Grid to provider;6;6;;
01.01.2018;07.01.2018;NEG_NT;349.74;5997;Grid to provider;10;10;;
01.01.2018;07.01.2018;POS_NT;349.75;78.75;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;350;215;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;350;425;Grid to provider;20;20;;
01.01.2018;07.01.2018;NEG_NT;350;113;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;351;108;Grid to provider;40;40;;
01.01.2018;07.01.2018;POS_NT;352.08;116.11;Grid to provider;20;20;;
01.01.2018;07.01.2018;NEG_NT;353.33;140;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;354;5997;Grid to provider;13;13;;
01.01.2018;07.01.2018;NEG_NT;355;116;Grid to provider;40;40;;
01.01.2018;07.01.2018;POS_NT;355;3744;Grid to provider;6;6;;
01.01.2018;07.01.2018;POS_NT;355;300;Grid to provider;32;32;;
01.01.2018;07.01.2018;POS_NT;355;3742;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;357.6;75;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;358;67.78;Grid to provider;7;7;;
01.01.2018;07.01.2018;NEG_NT;360;186.74;Grid to provider;10;10;;
01.01.2018;07.01.2018;POS_NT;360;3900;Grid to provider;20;20;;
01.01.2018;07.01.2018;NEG_NT;360;5501;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;362;108;Grid to provider;40;40;;
01.01.2018;07.01.2018;NEG_NT;362;124;Grid to provider;6;6;;
01.01.2018;07.01.2018;POS_NT;362.78;98.15;Grid to provider;10;10;;
01.01.2018;07.01.2018;NEG_NT;365;375;Grid to provider;40;40;;
01.01.2018;07.01.2018;POS_NT;365.76;1658.34;Grid to provider;30;30;;
01.01.2018;07.01.2018;POS_NT;366;81.4;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;367;848;Grid to provider;29;29;;
01.01.2018;07.01.2018;POS_NT;368;65.78;Grid to provider;7;7;;
01.01.2018;07.01.2018;POS_NT;368;131;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;368;126;Grid to provider;6;6;;
01.01.2018;07.01.2018;NEG_NT;368;128;Grid to provider;6;6;;
01.01.2018;07.01.2018;NEG_NT;368;129;Grid to provider;6;6;;
01.01.2018;07.01.2018;NEG_NT;368;119;Grid to provider;6;6;;
01.01.2018;07.01.2018;POS_NT;369;5994;Grid to provider;10;10;;
01.01.2018;07.01.2018;POS_NT;370.21;1591.25;Grid to provider;24;24;;
01.01.2018;07.01.2018;POS_NT;373;108;Grid to provider;40;40;;
01.01.2018;07.01.2018;POS_NT;373.47;90.19;Grid to provider;10;10;;
01.01.2018;07.01.2018;POS_NT;374.66;1524.16;Grid to provider;24;24;;
01.01.2018;07.01.2018;NEG_NT;375;116;Grid to provider;40;40;;
01.01.2018;07.01.2018;NEG_NT;376.67;140;Grid to provider;20;20;;
01.01.2018;07.01.2018;NEG_NT;379;4999;Grid to provider;5;5;;
01.01.2018;07.01.2018;NEG_NT;379;4999;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;379.11;1457.07;Grid to provider;24;24;;
01.01.2018;07.01.2018;POS_NT;383;108;Grid to provider;40;40;;
01.01.2018;07.01.2018;POS_NT;383.56;1389.98;Grid to provider;24;24;;
01.01.2018;07.01.2018;NEG_NT;384;375;Grid to provider;40;40;;
01.01.2018;07.01.2018;POS_NT;384.16;121.15;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;388.01;1322.89;Grid to provider;24;24;;
01.01.2018;07.01.2018;POS_NT;389;9959;Grid to provider;8;8;;
01.01.2018;07.01.2018;POS_NT;392.46;1255.8;Grid to provider;24;24;;
01.01.2018;07.01.2018;POS_NT;394;108;Grid to provider;40;40;;
01.01.2018;07.01.2018;POS_NT;394.86;87.22;Grid to provider;10;10;;
01.01.2018;07.01.2018;POS_NT;396;62.9;Grid to provider;10;10;X;
01.01.2018;07.01.2018;POS_NT;396.91;539.54;Grid to provider;24;24;;
01.01.2018;07.01.2018;POS_NT;399;5199;Grid to provider;9;9;;
01.01.2018;07.01.2018;POS_NT;399;89000;Grid to provider;5;5;;
01.01.2018;07.01.2018;POS_NT;399.6;250;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;401.36;519;Grid to provider;24;24;;
01.01.2018;07.01.2018;POS_NT;404.4;514;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;405;108;Grid to provider;40;40;;
01.01.2018;07.01.2018;POS_NT;405.55;128.98;Grid to provider;20;20;;
01.01.2018;07.01.2018;POS_NT;405.81;498.46;Grid to provider;24;18;;
01.01.2018;07.01.2018;NEG_NT;408;126;Grid to provider;6;5;X;
01.01.2018;07.01.2018;POS_NT;408;518;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;411.6;61;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;416.4;117.14;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;420;160.3;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;423.6;260;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;428.4;59;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;432;345.91;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;435.6;440;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;440.4;587.5;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;441.6;578;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;444;3800;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;447.6;810;Grid to provider;10;10;X;
01.01.2018;07.01.2018;POS_NT;452.4;740;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;456;690;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;456;1116;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;459.6;190;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;464.4;1910;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;468;633.75;Grid to provider;10;10;X;
01.01.2018;07.01.2018;POS_NT;476.4;429;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;480;750;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;480;5600;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;492;510;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;492;314;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;517.2;680;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;564;1117;Grid to provider;5;5;X;
01.01.2018;07.01.2018;POS_NT;566.4;727.27;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;576;741;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;600;240;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;600;750;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;720;750;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;792;1115;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;840;120;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;944.4;119;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;960;1099;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;960;120;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;960;73;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;973.2;921;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;992.4;250;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;1024.8;4;Provider to grid;5;5;X;
01.01.2018;07.01.2018;NEG_NT;1057.2;333;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;1080;120;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;1090.8;318;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;1123.2;2485;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;1155.6;2314;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;1180.8;377;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;1188;333;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;1276.8;254;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;1296;49.98;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;1364.4;209;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;1429.2;799;Grid to provider;5;5;X;
01.01.2018;07.01.2018;NEG_NT;1453.2;420;Grid to provider;5;5;X;
